notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid,process_code,state,cnty_fips,cnty_name,district_number,rrc,Reg,region_name,play,play_name,drill_depth_ft,lateral_length_ft,API,Sulfur,federal_land,project_royalty_multiplier,std_pattern_size_acres,total_pattern_size_acres,totpat,past_wells,Ninjwell,resacc,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,WL1,WL2,WL3,WL4,WL5,WL6,WL7,WL8,WL9,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,WL25,WL26,WL27,WL28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,WL36,WL37,WL38,WL39,WL40
DOLA474605700,0,LA,57,Lafourche,21,1,2,gulf_coast,4746,plio-pleistocene fluvial sandstone oil,6713.51,4658.091589,30.98,0.2,0,0,96.6039604,504.0980982,6,0,0,10,26.93069307,0.43049505,0.285009901,0.092079208,0.067930693,0.124485149,206.8674,215.03542,194.77314,178.94021,165.95102,154.99688,145.59106,137.4102,130.22365,123.86146,118.19214,113.11185,108.5375,104.40071,100.64537,97.22391,94.09671,91.22984,88.59435,86.16489,83.92026,81.84137,79.91159,78.11676,76.44384,74.882,73.42084,72.05171,70.76672,69.55872,68.42116,67.34885,66.33619,65.37859,64.47186,63.61245,62.79654,62.02109,61.28322,60.58049,424.01583,203.48583,104.80864,89.41937,81.17709,75.4817,71.12424,67.60045,64.64982,62.11989,59.91209,57.95911,56.21311,54.63814,53.20659,51.89787,50.69466,49.58285,48.55142,47.59093,46.6935,45.85238,45.06174,44.31687,43.61328,42.94745,42.31587,41.71577,41.14475,40.60039,40.08078,39.58381,39.10812,38.65223,38.21479,37.79445,37.39015,37.00099,36.62603,36.26439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA474607500,0,LA,75,Plaquemines,21,1,2,gulf_coast,4746,plio-pleistocene fluvial sandstone oil,8619.49,2240.78,32.25,0.18,1,0.06,100,105.6,2,0,0,10,50,0.431,0.284,0.101,0.058,0.126,1706.43877,1363.39991,1040.92969,883.05949,783.58047,713.19338,659.9939,618.04439,583.96629,555.65328,531.70517,511.14615,493.27365,477.5663,463.6302,451.16144,439.92169,429.72346,420.41424,411.87172,403.99518,396.70145,389.92075,383.5954,377.67513,372.11865,366.88902,361.9553,357.29022,352.87017,348.6741,344.68337,340.88182,337.25477,333.78989,330.47404,327.29786,324.25103,321.32611,318.51418,1492.6221,848.86347,573.24692,469.17309,409.44016,369.1379,339.71545,317.14485,299.18883,284.48843,272.17173,261.65471,252.53312,244.51818,237.39907,231.01658,225.24943,220.00216,215.19991,210.78156,206.69765,202.90687,199.37569,196.07487,192.98006,190.07006,187.32743,184.73607,182.28273,179.95505,177.74274,175.63644,173.6277,171.7093,169.87478,168.11781,166.43286,164.81563,163.26131,161.76605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA474609900,0,LA,99,St. Martin,21,1,2,gulf_coast,4746,plio-pleistocene fluvial sandstone oil,7619.8,4658.091589,35.18,0.2,1,0.01,96.6039604,322.5249211,4,0,0,10,26.93069307,0.43049505,0.285009901,0.092079208,0.067930693,0.124485149,161.79981,129.39723,65.89352,41.59094,30.33744,24.39434,20.83728,18.45972,16.72802,15.38792,14.30723,13.41093,12.65209,11.99998,11.43229,10.93323,10.4905,10.09478,9.73866,9.41612,9.12243,8.85373,8.60672,8.37877,8.16755,7.97129,7.78821,7.61697,7.45652,7.30555,7.16349,7.02918,6.90222,6.78202,6.66784,6.55916,6.45578,6.35717,6.26302,6.17292,291.2669,167.51165,72.27375,35.44095,19.81462,12.79787,9.4297,7.66025,6.62131,5.93646,5.43787,5.04715,4.72562,4.45256,4.2157,4.00742,3.82227,3.65632,3.50644,3.37048,3.24631,3.13252,3.0278,2.93096,2.8412,2.75771,2.67985,2.60698,2.53869,2.47455,2.41408,2.35703,2.3031,2.25202,2.20359,2.15754,2.11372,2.07199,2.03218,1.99417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA474610100,0,LA,101,St. Mary,21,1,2,gulf_coast,4746,plio-pleistocene fluvial sandstone oil,5220.53,4658.091589,27.88,0.2,1,0.03,96.6039604,291.4728462,4,0,0,10,26.93069307,0.43049505,0.285009901,0.092079208,0.067930693,0.124485149,38.34068,36.6374,31.42215,28.35523,26.09072,24.31089,22.87137,21.68407,20.68887,19.84256,19.11366,18.47845,17.91876,17.42095,16.97401,16.56959,16.20111,15.86315,15.55145,15.26248,14.99325,14.7416,14.50553,14.28335,14.07343,13.87477,13.68631,13.50716,13.33642,13.17359,13.01792,12.86879,12.72605,12.5888,12.45708,12.33037,12.20831,12.09036,11.97676,11.86717,2.25074,0.50615,0.13237,0.04971,0.02252,0.01117,0.00575,0.00303,0.00167,0.00083,0.00045,0.00026,0.00012,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA474610900,0,LA,109,Terrebonne,21,1,2,gulf_coast,4746,plio-pleistocene fluvial sandstone oil,10359.12,4658.091589,35.42,0.2,0,0,96.6039604,598.1425507,7,0,0,10,26.93069307,0.43049505,0.285009901,0.092079208,0.067930693,0.124485149,110.19576,80.79835,68.89059,62.52691,58.25745,55.11156,52.66116,50.67785,49.02549,47.61729,46.39504,45.31819,44.35768,43.49209,42.70517,41.98454,41.32051,40.7054,40.13281,39.59766,39.09582,38.62354,38.17795,37.75628,37.35645,36.97651,36.61471,36.26956,35.93979,35.62416,35.32176,35.03146,34.75247,34.48414,34.22572,33.9765,33.73609,33.50372,33.27911,33.06173,228.16184,556.63182,347.474,241.13199,178.97415,139.16597,111.97521,92.49038,77.99852,66.89496,58.17767,51.19335,45.50017,40.79043,36.84393,33.49968,30.63752,28.16616,26.01538,24.13022,22.46722,20.99156,19.67515,18.49496,17.43219,16.47112,15.5987,14.80387,14.07725,13.41101,12.79837,12.23343,11.71112,11.22705,10.77754,10.35899,9.96865,9.60387,9.26237,8.94206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA474900904,4,LA,9,Avoyelles,21,1,2,gulf_coast,4749,austin chalk-outlying,15908.41,3561.33,41.75,0.06,1,0.04,100,5542.4,51,5,2,0,50,0.431,0.284,0.101,0.058,0.126,13.879873,8.77572,5.82636,4.55639,3.77181,3.22614,2.82438,2.51646,2.27307,2.07565,1.91188,1.77356,1.6549,1.55185,1.46131,1.38106,1.30939,1.24487,1.18653,1.13346,1.08498,1.04048,0.99956,0.96162,0.92655,0.89394,0.86354,0.83518,0.80861,0.78366,0.76021,0.73813,0.71729,0.69761,0.67898,0.66131,0.64456,0.62858,0.61341,0.59896,1.46810627,0.003843346,0.000347029,1.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA474901704,4,LA,17,Caddo,20,0,2,gulf_coast,4749,austin chalk-outlying,1673.2,3810,36.12,0.06,0,0,100,8866.697143,4,345,0,10,50,0.431,0.284,0.101,0.058,0.126,50.24380177,32.83055,26.12687,23.00827,20.95898,19.44692,18.27153,17.32618,16.54667,15.88957,15.32779,14.83903,14.41,14.02897,13.68664,13.37834,13.09801,12.83994,12.60416,12.38619,12.18293,11.99337,11.8172,11.65145,11.49572,11.34831,11.20864,11.07684,10.95198,10.83385,10.72071,10.61237,10.50979,10.41025,10.31483,10.22542,10.13723,10.05356,9.97292,9.89553,0.243857293,0.128955984,0.073544125,0.045452126,0.031102476,0.023155511,0.01859208,0.01560763,0.013542808,0.011946474,0.01100082,0.010185302,0.009473892,0.008866591,0.008328696,0.007860207,0.007443772,0.007044689,0.006715012,0.006402685,0.006116386,0.005856115,0.005613194,0.005396301,0.005188084,0.005005894,0.004832379,0.004658865,0.004520053,0.00436389,0.004233754,0.004112294,0.003990834,0.003878049,0.003773941,0.003669832,0.003574399,0.003487642,0.003400884,0.003331479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA474907904,4,LA,79,Rapides,20,0,2,gulf_coast,4749,austin chalk-outlying,16323.38,4303.67,49.73,0.045,1,0.12,100,6646.247619,59,8,0,0,50,0.431,0.284,0.101,0.058,0.126,34.32156683,19.14989,15.60997,13.82578,12.53145,11.52555,10.71594,10.04746,9.48453,9.00286,8.58504,8.21868,7.89421,7.60452,7.34402,7.10817,6.89355,6.69711,6.51664,6.35005,6.19578,6.0524,5.91866,5.79362,5.67641,5.56619,5.46248,5.36449,5.27187,5.18408,5.10067,5.02141,4.94602,4.87411,4.80545,4.73967,4.67677,4.61656,4.55875,4.50328,98.69205156,85.56950486,66.86039824,57.26378785,50.52564682,45.35903539,41.2419872,37.88015225,35.08374902,32.7220517,30.7014492,28.95298686,27.42466238,26.07692313,24.87871,23.805757,22.83868256,21.96180963,21.16249769,20.43029248,19.75663975,19.13420849,18.55724672,18.0204015,17.51943041,17.05060288,16.61073492,16.19704162,15.80705909,15.43868778,15.09010581,14.7596561,14.44587246,14.14737545,13.86309795,13.5919555,13.33303715,13.08543194,12.8484545,12.62128063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA474909704,4,LA,97,St. Landry,21,1,2,gulf_coast,4749,austin chalk-outlying,17953.23,3412.5,43.31,0.09,0,0,100,2777.6,21,7,0,10,50,0.431,0.284,0.101,0.058,0.126,8.779816876,5.24754,4.59256,4.19301,3.91008,3.6925,3.51681,3.37052,3.24585,3.13798,3.04326,2.95916,2.88382,2.81589,2.75397,2.69735,2.64534,2.59728,2.55271,2.51111,2.47224,2.43585,2.40165,2.36939,2.33891,2.31003,2.28266,2.25658,2.23178,2.20813,2.1855,2.16388,2.14312,2.12324,2.10413,2.08582,2.06808,2.05106,2.03464,2.01876,9.35242342,7.222498105,5.949578307,5.127770209,4.55857321,4.139284072,3.814326097,3.55223243,3.334237475,3.148715761,2.988032649,2.846948001,2.721705227,2.609510745,2.508299731,2.416449825,2.332538208,2.255584523,2.18469517,2.119141388,2.058255146,2.001602659,1.948672057,1.899098962,1.852597073,1.808793335,1.76754026,1.728525523,1.691610311,1.656586407,1.623358378,1.59169198,1.561561185,1.532844534,1.505342484,1.479089739,1.453947486,1.429820293,1.406742864,1.384437573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA474911504,4,LA,115,Vernon,20,0,2,gulf_coast,4749,austin chalk-outlying,15237.48,4146.88,45.73,0.045,1,0.1,100,6323.873684,50,14,1,0,50,0.431,0.284,0.101,0.058,0.126,83.27814217,58.73616,55.70052,53.46686,51.67689,50.18806,48.91852,47.81542,46.84285,45.97506,45.19327,44.48293,43.8332,43.23522,42.6818,42.16743,41.68732,41.23741,40.81458,40.4159,40.03906,39.68183,39.34251,39.01961,38.71158,38.41728,38.13577,37.86584,37.60682,37.35789,37.11832,36.88749,36.66491,36.44999,36.24225,36.04132,35.84683,35.65826,35.47548,35.29799,427.7049735,374.6072256,343.2881428,321.6852566,305.5226056,292.7913254,282.3960625,273.6796825,266.2194956,259.7295584,254.0083685,248.9089506,244.3214438,240.1616764,236.3638255,232.8756633,229.6550691,226.6678173,223.8852952,221.2838616,218.8435449,216.5474534,214.3809425,212.3316928,210.3886079,208.5424308,206.7846942,205.1081623,203.506311,201.9734751,200.5043538,199.094505,197.739617,196.4360632,195.1803821,193.9695544,192.8007173,191.6713461,190.579159,189.5219611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA476401504,4,LA,15,Bossier,20,0,2,gulf_coast,4764,tuscaloosa,2800,3887.596,60,0.2,0,0,100,361.7863524,3,1,0,6,20,0.400962963,0.298444444,0.110296296,0.062555556,0.127740741,0.40141371,0.03714,0.00452,0.00078,0.00018,4.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.838360208,1.602068148,1.477293863,1.394093656,1.332452626,1.283946645,1.244185795,1.21070617,1.181850707,1.15659567,1.13416892,1.114058588,1.095891619,1.079277604,1.064069058,1.050014382,1.036957415,1.0248114,1.013428848,1.002766381,0.992719891,0.983228647,0.974223244,0.965703682,0.957591878,0.949887834,0.942478765,0.9354254,0.928649658,0.922160215,0.915931045,0.909918767,0.904149409,0.898588269,0.893209319,0.88801256,0.882980639,0.878130909,0.873428665,0.868856558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA476403704,4,LA,37,East Feliciana,21,1,2,gulf_coast,4764,tuscaloosa,13329.33,4614.09,40.97,0.09,0,0,100,87360,871,3,0,10,20,0.431,0.284,0.101,0.058,0.126,64.4194163,82.81969,78.7245,75.00908,71.62098,68.51964,65.6726,63.05298,60.63811,58.40839,56.34693,54.43877,52.67061,51.03065,49.50825,48.0937,46.77841,45.55449,44.41471,43.35253,42.36196,41.43752,40.57418,39.76735,39.01279,38.3066,37.64521,37.02531,36.44387,35.89804,35.38534,34.90335,34.44983,34.0228,33.62032,33.24075,32.88239,32.54383,32.22369,31.92065,0.002047471,0.000294975,3.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA476404104,4,LA,41,Franklin,20,0,2,gulf_coast,4764,tuscaloosa,4725.8,3887.596,45,0.2,0,0,100,264.1714017,1,5,0,10,20,0.400962963,0.298444444,0.110296296,0.062555556,0.127740741,5.861348018,6.50677,5.58699,4.94468,4.46939,4.10309,3.81193,3.57477,3.37781,3.21159,3.06936,2.94626,2.83841,2.74333,2.65877,2.58303,2.51473,2.45279,2.39646,2.34472,2.29727,2.25347,2.21292,2.17519,2.14004,2.10724,2.07646,2.04747,2.02028,1.99459,1.9703,1.94729,1.92545,1.90469,1.88489,1.86607,1.84808,1.83089,1.81444,1.79864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA476408304,4,LA,83,Richland,20,0,2,gulf_coast,4764,tuscaloosa,2908,3887.596,43,0.2,0,0,100,282.4073814,1,6,0,10,20,0.400962963,0.298444444,0.110296296,0.062555556,0.127740741,1.782958183,1.96012,1.67885,1.49523,1.3711,1.28443,1.22194,1.17534,1.13932,1.11062,1.0868,1.06672,1.04922,1.03374,1.01986,1.00716,0.9955,0.98473,0.97459,0.96527,0.95623,0.94772,0.93976,0.93219,0.92496,0.91806,0.91144,0.90513,0.89905,0.89316,0.88757,0.88215,0.87692,0.87188,0.86701,0.86229,0.85772,0.85328,0.849,0.84482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA476409104,4,LA,91,St. Helena,21,1,2,gulf_coast,4764,tuscaloosa,13209.6,5706.7,40.55,0.09,0,0,100,78720,775,13,0,10,20,0.431,0.284,0.101,0.058,0.126,73.16550138,92.09671,86.84189,82.64268,79.13797,76.13114,73.50191,71.17099,69.08261,67.19626,65.48119,63.91331,62.47352,61.14632,59.91877,58.78006,57.72098,56.73374,55.81134,54.94805,54.1385,53.37813,52.66269,51.98861,51.35252,50.75147,50.18285,49.64421,49.13321,48.64798,48.18667,47.74763,47.32922,46.93011,46.54906,46.18477,45.83614,45.50239,45.18235,44.87518,34.93752834,32.82303715,31.29533732,30.09217035,29.10200112,28.26345755,27.53861804,26.90207138,26.33601499,25.82752205,25.36678897,24.94628523,24.56009398,24.20349564,23.87267287,23.56441567,23.27612999,23.00558616,22.75091024,22.51048854,22.28301101,22.0672544,21.86216024,21.66681761,21.480437,21.3023417,21.13178562,20.96830025,20.8113824,20.66052021,20.51535797,20.37547057,20.24061509,20.11033172,19.98447297,19.86270049,19.74480606,19.63058145,19.5198792,19.41237828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA476410504,4,LA,105,Tangipahoa,21,1,2,gulf_coast,4764,tuscaloosa,12058.51,6340.68,39.04,0.09,0,0,100,131136,1302,10,0,10,20,0.431,0.284,0.101,0.058,0.126,51.34179415,63.05451,57.64864,53.86835,50.84941,48.3623,46.27313,44.49025,42.94866,41.60063,40.40988,39.34898,38.3964,37.53516,36.75162,36.03478,35.37576,34.76706,34.20258,33.67697,33.18606,32.72583,32.29338,31.88586,31.50083,31.13619,30.79025,30.46126,30.14793,29.84893,29.56313,29.28961,29.02737,28.77568,28.53385,28.30118,28.07693,27.8609,27.65227,27.45078,13.15637335,10.94269258,9.164602638,8.158565509,7.462303834,6.961107171,6.589890228,6.307616823,6.087262071,5.911101465,5.76688488,5.646188186,5.543163946,5.453699865,5.374690033,5.304008897,5.239990718,5.181490301,5.127596694,5.07749438,5.030740895,4.986859075,4.945449837,4.906296288,4.869086101,4.833628411,4.799897191,4.767597464,4.73651234,4.706745926,4.678072653,4.650561927,4.624014207,4.598360087,4.573599566,4.549611185,4.526394944,4.503864085,4.482018608,4.460823811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA476411704,4,LA,117,Washington,21,1,2,gulf_coast,4764,tuscaloosa,11561.91,5151,44.75416667,0.045,0,0,100,124800,1246,2,0,0,20,0.431,0.284,0.101,0.058,0.126,30.84458816,29.27536,22.67188,18.56796,15.75939,13.71159,12.14976,10.91775,9.92016,9.09522,8.40133,7.80925,7.29785,6.85154,6.45856,6.10971,5.79795,5.51756,5.26401,5.03355,4.82314,4.63026,4.45277,4.28887,4.13706,3.99601,3.86463,3.74193,3.62707,3.5193,3.41802,3.32262,3.23257,3.14753,3.06694,2.99058,2.91808,2.84908,2.78345,2.72086,3.397500865,1.842168851,1.175725645,0.829347304,0.625649945,0.495045573,0.405798385,0.341745503,0.293968283,0.257174531,0.228102175,0.204695068,0.185382903,0.16927208,0.155642516,0.143999692,0.13387512,0.125103962,0.117356539,0.110502716,0.104395005,0.098859892,0.09387135,0.089412027,0.085291057,0.081577847,0.078116232,0.074984296,0.072043225,0.069327723,0.066811762,0.064486668,0.062291709,0.060235562,0.058326903,0.056531027,0.054830585,0.053234252,0.051716,0.050267154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA476412504,4,LA,125,West Feliciana,21,1,2,gulf_coast,4764,tuscaloosa,14018.13,7190,44.75416667,0.06,1,0.04,100,162048,1620,1,0,0,20,0.431,0.284,0.101,0.058,0.126,0.318432264,0.20755,0.10027,0.04871,0.02378,0.01165,0.00575,0.00285,0.00141,0.00071,0.00036,0.00018,0.00012,1.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062387142,0.0508224,0.042884111,0.037097402,0.032672782,0.029219844,0.026400233,0.024083814,0.022149127,0.020492064,0.019103948,0.017854643,0.01674415,0.01578982,0.014930924,0.014158784,0.013482077,0.012857425,0.0122588,0.011746932,0.011261092,0.010809954,0.010410871,0.010029139,0.009673434,0.009343756,0.009040106,0.008753807,0.00848486,0.008233264,0.007990343,0.007764774,0.007547881,0.00734834,0.007157474,0.006983959,0.006810445,0.006628254,0.006489443,0.006324604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA476501704,4,LA,17,Caddo,20,0,2,gulf_coast,4765,woodbine,2233.7,5774.489444,39.4,0.06,0,0,100,230.1377167,1,10,0,10,24.28571429,0.428,0.29,0.048,0.117,0.117,3.66695553,4.17927,3.8113,3.56629,3.3842,3.24055,3.12284,3.02377,2.93868,2.86444,2.79876,2.7401,2.68721,2.63918,2.59527,2.5549,2.51762,2.48291,2.45058,2.42046,2.39206,2.36532,2.34023,2.31642,2.29381,2.27232,2.25183,2.23236,2.2138,2.19596,2.17897,2.1624,2.14677,2.13162,2.11703,2.10304,2.0894,2.0764,2.0637,2.05128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA477401504,4,LA,15,Bossier,20,0,2,gulf_coast,4774,haynesville-bossier-la,885.04,5495.29,19.85,0.2,0,0,98.5,56930.94479,449,129,5,6,20,0.431,0.284,0.101,0.058,0.126,45.39180921,56.84927,51.7078,48.58174,46.15168,44.13442,42.41039,40.91153,39.59066,38.41599,37.3618,36.40947,35.5434,34.75152,34.0247,33.35422,32.73359,32.15658,31.61931,31.11669,30.64596,30.20364,29.78723,29.39428,29.02241,28.6701,28.33578,28.01808,27.7156,27.42754,27.15195,26.88897,26.63707,26.39499,26.16333,25.94041,25.72629,25.5201,25.3217,25.13018,137.6733252,50.24981,40.36068,36.10534,33.53196,31.72637,30.35055,29.24644,28.32849,27.54564,26.86501,26.26435,25.72776,25.24372,24.80346,24.4002,24.02863,23.68439,23.3641,23.06487,22.7843,22.52036,22.27133,22.03575,21.81238,21.60011,21.39799,21.20516,21.02081,20.84442,20.67532,20.51298,20.35691,20.20671,20.06199,19.92241,19.7876,19.65732,19.53129,19.4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOLA477401704,4,LA,17,Caddo,20,0,2,gulf_coast,4774,haynesville-bossier-la,5010,8468.21,56.46,0.06,0,0,80,1274.091837,15,1,0,10,0,0.431,0.284,0.101,0.058,0.126,0.537712983,0.68169,0.64831,0.62283,0.60241,0.58545,0.57101,0.55845,0.54744,0.53757,0.52867,0.52062,0.51323,0.50647,0.50016,0.49432,0.48886,0.48375,0.47895,0.47442,0.47013,0.46605,0.46218,0.45852,0.455,0.45164,0.44843,0.44535,0.44244,0.43956,0.43682,0.43417,0.43164,0.42918,0.4268,0.4245,0.42228,0.42012,0.41802,0.41598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
