notes:,Rebuilt CO2 EOR projects file with proper county assignment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,2026,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assuming 10 barrels of water per 1 barrel of oil produced by EOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assuming 7mmcf CO2 injected per 1000 barrels of oil produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid,process_code,state,cnty_fips,cnty_name,district_number,rrc,Reg,region_name,play,play_name,drill_depth_ft,lateral_length_ft,API,Sulfur,federal_land,project_royalty_multiplier,std_pattern_size_acres,total_pattern_size_acres,total_pattern_source,totpat,past_wells,Ninjwell,resacc,resacc_source,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,WL1,WL2,WL3,WL4,WL5,WL6,WL7,WL8,WL9,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,WL25,WL26,WL27,WL28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,WL36,WL37,WL38,WL39,WL40
DOOK600407110,10,OK,71,Kay,41,0,3,midcontinent,6004,pennsylvanian structural,2742.41,3092.4,38.48,0.3,0,0,120,31037.31733,county,259,0,0,10,old_continuous_county_min,85,0.419578282,0.319919754,0.110846128,0.051055345,0.098600491,39.287,35.3583,31.82247,28.640223,25.7762007,23.19858063,20.87872257,18.79085031,16.91176528,15.22058875,13.69852988,12.32867689,11.0958092,9.98622828,8.987605452,8.088844907,7.279960416,6.551964374,5.896767937,5.307091143,4.776382029,4.298743826,3.868869443,3.481982499,3.133784249,2.820405824,2.538365242,2.284528718,2.056075846,1.850468261,1.665421435,1.498879292,1.348991362,1.214092226,1.092683004,0.983414703,0.885073233,0.79656591,0.716909319,0.645218387,110,59.36,91.77,45.41,55.81,65.54,49.2,35.8,45.04,42.69,26.59,16.43,15.57,15.41,15.14,14.24,15.98,14.77,12.58,10.66,10.15,8.18,6.6,5.42,4.49,4.69,4.24,4.05,3.81,3.56,3.16,3.54,3.68,3.72,3.47,2.87,2.52,2.49,2.66,2.37,392.87,353.583,318.2247,286.40223,257.762007,231.9858063,208.7872257,187.9085031,169.1176528,152.2058875,136.9852988,123.2867689,110.958092,99.8622828,89.87605452,80.88844907,72.79960416,65.51964374,58.96767937,53.07091143,47.76382029,42.98743826,38.68869443,34.81982499,31.33784249,28.20405824,25.38365242,22.84528718,20.56075846,18.50468261,16.65421435,14.98879292,13.48991362,12.14092226,10.92683004,9.83414703,8.85073233,7.9656591,7.16909319,6.45218387,275,248,223,200,180,162,146,132,118,107,96,86,78,70,63,57,51,46,41,37,33,30,27,24,22,20,18,16,14,13,12,10,9,8,8,7,6,6,5,5,554,510,416,333,290,272,268,232,183,129,91,75,75,70,66,54,40,34,30,30,30,30,30,30,30,30,30,30,30,30,23,20,20,20,20,20,20,19,10,0
DOCO390510310,10,CO,103,Rio Blanco,7,0,5,rocky_mountain,3905,dakota group (combined j and d sandstones),5110.37,996.77,26.16,0.16,0,0,80,176928,county,2212,0,0,10,old_continuous_county_min,83.55,0.645,0.226,0.065,0.032,0.032,66.227568,56.2934328,47.84941788,45.45694699,43.18409964,41.02489465,38.97364992,37.02496743,35.17371905,33.4150331,31.74428145,30.15706737,28.64921401,27.21675331,25.85591564,24.56311986,23.33496387,22.16821567,21.05980489,20.00681464,19.00647391,18.05615022,17.15334271,16.29567557,15.48089179,14.7068472,13.97150484,13.2729296,12.60928312,11.97881896,11.37987802,10.81088411,10.27033991,9.756822914,9.268981768,8.80553268,8.365256046,7.946993243,7.549643581,7.172161402,40.58,10.76,34.18,17.58,16.72,20.67,17.37,11.26,10.92,12.82,11.11,1.42,0.46,0.15,0.04,0.15,0.39,0.5,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.27568,562.934328,478.4941788,454.5694699,431.8409964,410.2489465,389.7364992,370.2496743,351.7371905,334.150331,317.4428145,301.5706737,286.4921401,272.1675331,258.5591564,245.6311986,233.3496387,221.6821567,210.5980489,200.0681464,190.0647391,180.5615022,171.5334271,162.9567557,154.8089179,147.068472,139.7150484,132.729296,126.0928312,119.7881896,113.7987802,108.1088411,102.7033991,97.56822914,92.68981768,88.0553268,83.65256046,79.46993243,75.49643581,71.72161402,464,394,335,318,302,287,273,259,246,234,222,211,201,191,181,172,163,155,147,140,133,126,120,114,108,103,98,93,88,84,80,76,72,68,65,62,59,56,53,50,75,71,70,59,52,41,31,26,20,20,13,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCO390710710,10,CO,107,Moffat,7,0,5,rocky_mountain,3907,basin-margin structural,5975,8518.175,45.725,0.08,1,0.49,80,436416,county,5456,0,0,10,old_continuous_county_min,110.225,0.522,0.245,0.076,0.047,0.11,20.940656,17.7995576,15.12962396,14.37314276,13.65448562,12.97176134,12.32317328,11.70701461,11.12166388,10.56558069,10.03730165,9.53543657,9.058664742,8.605731505,8.175444929,7.766672683,7.378339049,7.009422096,6.658950991,6.326003442,6.00970327,5.709218106,5.423757201,5.152569341,4.894940874,4.65019383,4.417684139,4.196799932,3.986959935,3.787611938,3.598231341,3.418319774,3.247403786,3.085033596,2.930781917,2.784242821,2.64503068,2.512779146,2.387140188,2.267783179,7.24,2.48,7.17,4.03,4.54,3.46,3.61,2.82,3.08,2.73,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.40656,177.995576,151.2962396,143.7314276,136.5448562,129.7176134,123.2317328,117.0701461,111.2166388,105.6558069,100.3730165,95.3543657,90.58664742,86.05731505,81.75444929,77.66672683,73.78339049,70.09422096,66.58950991,63.26003442,60.0970327,57.09218106,54.23757201,51.52569341,48.94940874,46.5019383,44.17684139,41.96799932,39.86959935,37.87611938,35.98231341,34.18319774,32.47403786,30.85033596,29.30781917,27.84242821,26.4503068,25.12779146,23.87140188,22.67783179,147,125,106,101,96,91,86,82,78,74,70,67,63,60,57,54,52,49,47,44,42,40,38,36,34,33,31,29,28,27,25,24,23,22,21,19,19,18,17,16,10,10,10,9,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOWY330200710,10,WY,7,Carbon,66,0,5,rocky_mountain,3302,basin margin anticline,4559.21,1564.16,17.74,0.106666667,1,0.78,93.33333333,704.0674419,county,8,0,0,0,old_continuous_county_min,133.3333333,0.371333333,0.304666667,0.124333333,0.050666667,0.149,100.347896,85.2957116,72.50135486,68.87628712,65.43247276,62.16084912,59.05280667,56.10016633,53.29515802,50.63040012,48.09888011,45.6939361,43.4092393,41.23877733,39.17683847,37.21799654,35.35709672,33.58924188,31.90977979,30.3142908,28.79857626,27.35864745,25.99071507,24.69117932,23.45662035,22.28378934,21.16959987,20.11111988,19.10556388,18.15028569,17.2427714,16.38063283,15.56160119,14.78352113,14.04434508,13.34212782,12.67502143,12.04127036,11.43920684,10.8672465,54.22,6.02,47.19,17.14,18.12,26.47,20.18,10.18,11.28,13.78,8.77,1.93,2.03,1.49,1.59,1.49,1.05,0.7,0.93,1.27,1.45,1.42,1.38,1.4,1.3,1.17,1.1,0.95,0.84,0.83,0.8,0.79,0.84,0.88,0.88,0.99,1.03,1.08,1.06,1.04,1003.47896,852.957116,725.0135486,688.7628712,654.3247276,621.6084912,590.5280667,561.0016633,532.9515802,506.3040012,480.9888011,456.939361,434.092393,412.3877733,391.7683847,372.1799654,353.5709672,335.8924188,319.0977979,303.142908,287.9857626,273.5864745,259.9071507,246.9117932,234.5662035,222.8378934,211.6959987,201.1111988,191.0556388,181.5028569,172.427714,163.8063283,155.6160119,147.8352113,140.4434508,133.4212782,126.7502143,120.4127036,114.3920684,108.672465,702,597,508,482,458,435,413,393,373,354,337,320,304,289,274,261,247,235,223,212,202,192,182,173,164,156,148,141,134,127,121,115,109,103,98,93,89,84,80,76,180,166,162,150,145,140,135,130,114,106,100,97,90,81,60,60,60,50,50,50,39,30,30,30,30,30,30,30,30,23,20,20,20,20,20,20,20,20,20,20
DOWY330401310,10,WY,13,Fremont,66,0,5,rocky_mountain,3304,upper minnelusa sandstone,8476.85,6286,34.8,0.14,1,0.12,82.5,1288.275487,county,16,0,0,0,old_continuous_county_min,143.75,0.3855,0.2955,0.11475,0.057125,0.147125,224.493368,190.8193628,162.1964584,154.0866355,146.3823037,139.0631885,132.1100291,125.5045276,119.2293012,113.2678362,107.6044444,102.2242222,97.11301105,92.25736049,87.64449247,83.26226785,79.09915445,75.14419673,71.38698689,67.81763755,64.42675567,61.20541789,58.14514699,55.23788964,52.47599516,49.8521954,47.35958563,44.99160635,42.74202603,40.60492473,38.5746785,36.64594457,34.81364734,33.07296498,31.41931673,29.84835089,28.35593335,26.93813668,25.59122984,24.31166835,73.84,17.52,67.95,33.9,31.91,33.48,32.55,26.3,22.95,20.22,9.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244.93368,1908.193628,1621.964584,1540.866355,1463.823037,1390.631885,1321.100291,1255.045276,1192.293012,1132.678362,1076.044444,1022.242222,971.1301105,922.5736049,876.4449247,832.6226785,790.9915445,751.4419673,713.8698689,678.1763755,644.2675567,612.0541789,581.4514699,552.3788964,524.7599516,498.521954,473.5958563,449.9160635,427.4202603,406.0492473,385.746785,366.4594457,348.1364734,330.7296498,314.1931673,298.4835089,283.5593335,269.3813668,255.9122984,243.1166835,1571,1336,1135,1079,1025,973,925,879,835,793,753,716,680,646,614,583,554,526,500,475,451,428,407,387,367,349,332,315,299,284,270,257,244,232,220,209,198,189,179,170,122,82,68,61,49,35,30,30,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOWY340202510,10,WY,25,Natrona,66,0,5,rocky_mountain,3402,basin margin anticline,2428.82,1647.03,25,0.096,1,0.45,80,2168.206993,county,28,0,0,0,old_continuous_county_min,110,0.3668,0.3076,0.1274,0.0486,0.1496,121.595056,103.3557976,87.85242796,83.45980656,79.28681623,75.32247542,71.55635165,67.97853407,64.57960737,61.350627,58.28309565,55.36894086,52.60049382,49.97046913,47.47194567,45.09834839,42.84343097,40.70125942,38.66619645,36.73288663,34.8962423,33.15143018,31.49385867,29.91916574,28.42320745,27.00204708,25.65194473,24.36934749,23.15088012,21.99333611,20.8936693,19.84898584,18.85653655,17.91370972,17.01802423,16.16712302,15.35876687,14.59082853,13.8612871,13.16822275,53.19,46.31,64.27,53.93,45.65,44.2,38.93,32.94,32.77,30.33,25.32,2.5,2.23,2.21,2.53,1.79,1.75,1.51,0.41,0,0,0,0,0.02,0.22,0.41,0.46,0.39,0.33,0.3,0.27,0.36,0.41,0.37,0.29,0.16,0.07,0.03,0.02,0,1215.95056,1033.557976,878.5242796,834.5980656,792.8681623,753.2247542,715.5635165,679.7853407,645.7960737,613.50627,582.8309565,553.6894086,526.0049382,499.7046913,474.7194567,450.9834839,428.4343097,407.0125942,386.6619645,367.3288663,348.962423,331.5143018,314.9385867,299.1916574,284.2320745,270.0204708,256.5194473,243.6934749,231.5088012,219.9333611,208.936693,198.4898584,188.5653655,179.1370972,170.1802423,161.6712302,153.5876687,145.9082853,138.612871,131.6822275,851,723,615,584,555,527,501,476,452,429,408,388,368,350,332,316,300,285,271,257,244,232,220,209,199,189,180,171,162,154,146,139,132,125,119,113,108,102,97,92,75,66,60,60,55,50,45,42,40,40,38,33,30,30,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,0,0,0,0
DONM441101510,10,NM,15,Eddy,35,1,4,southwest,4411,"san andres-clearfork, northwestern and eastern shelves",3403.83,5655.34,39.11,0.317058824,1,0.58,100.5588235,468445.58,county,4659,0,0,0,old_continuous_county_min,121.2706656,0.487061995,0.298313343,0.102892998,0.04277364,0.068958024,95.6065667,81.2655817,69.07574444,65.62195722,62.34085936,59.22381639,56.26262557,53.44949429,50.77701958,48.2381686,45.82626017,43.53494716,41.3581998,39.29028981,37.32577532,35.45948656,33.68651223,32.00218662,30.40207729,28.88197342,27.43787475,26.06598101,24.76268196,23.52454786,22.34832047,21.23090445,20.16935923,19.16089126,18.2028467,17.29270437,16.42806915,15.60666569,14.82633241,14.08501579,13.380765,12.71172675,12.07614041,11.47233339,10.89871672,10.35378088,134.79,97.12,149.36,113.7,100.11,95.85,86.14,72.91,73.46,68.85,45.5,18.11,10.08,7.13,6.2,5.13,4.84,4.55,4.05,4.04,4.03,4.34,3.64,3.63,3.88,3.72,3.54,3.03,2.46,1.89,1.42,1.41,1.07,1.16,1.21,1.34,1.38,1.59,1.65,1.7,956.065667,812.655817,690.7574444,656.2195722,623.4085936,592.2381639,562.6262557,534.4949429,507.7701958,482.381686,458.2626017,435.3494716,413.581998,392.9028981,373.2577532,354.5948656,336.8651223,320.0218662,304.0207729,288.8197342,274.3787475,260.6598101,247.6268196,235.2454786,223.4832047,212.3090445,201.6935923,191.6089126,182.028467,172.9270437,164.2806915,156.0666569,148.2633241,140.8501579,133.80765,127.1172675,120.7614041,114.7233339,108.9871672,103.5378088,669,569,484,459,436,415,394,374,355,338,321,305,290,275,261,248,236,224,213,202,192,182,173,165,156,149,141,134,127,121,115,109,104,99,94,89,85,80,76,72,315,315,312,308,305,300,286,258,237,230,211,185,170,163,160,155,150,143,135,130,120,120,120,120,101,90,90,90,90,80,70,70,70,70,70,70,70,70,70,70
DONM441202510,10,NM,25,Lea,35,1,4,southwest,4412,delaware sandstones,12668,3061.26,45.005,0.317058824,1,0.58,100.5588235,468445.58,county,4659,0,0,0,old_continuous_county_min,121.2706656,0.487061995,0.298313343,0.102892998,0.04277364,0.068958024,24.82690063,21.10286553,17.9374357,17.04056392,16.18853572,15.37910894,14.61015349,13.87964581,13.18566352,12.52638035,11.90006133,11.30505826,10.73980535,10.20281508,9.692674329,9.208040612,8.747638581,8.310256652,7.89474382,7.500006629,7.125006297,6.768755983,6.430318183,6.108802274,5.80336216,5.513194052,5.23753435,4.975657632,4.726874751,4.490531013,4.266004463,4.052704239,3.850069027,3.657565576,3.474687297,3.300952932,3.135905286,2.979110021,2.83015452,2.688646794,29.19,28.53,32.92,30.61,23.74,20.21,22.07,22.96,22.45,18.61,14.96,7.7,7.77,7.67,6.98,4.57,4.97,5.19,4.76,3.9,2.87,2.44,2.03,1.88,1.73,1.72,1.7,1.92,2.05,2.12,2.23,2.14,1.96,0.81,0.61,0.5,0,0,0,0,248.2690063,211.0286553,179.374357,170.4056392,161.8853572,153.7910894,146.1015349,138.7964581,131.8566352,125.2638035,119.0006133,113.0505826,107.3980535,102.0281508,96.92674329,92.08040612,87.47638581,83.10256652,78.9474382,75.00006629,71.25006297,67.68755983,64.30318183,61.08802274,58.0336216,55.13194052,52.3753435,49.75657632,47.26874751,44.90531013,42.66004463,40.52704239,38.50069027,36.57565576,34.74687297,33.00952932,31.35905286,29.79110021,28.3015452,26.88646794,174,148,126,119,113,108,102,97,92,88,83,79,75,71,68,64,61,58,55,53,50,47,45,43,41,39,37,35,33,31,30,28,27,26,24,23,22,21,20,19,80,80,78,75,72,70,66,41,33,23,20,16,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440241710,10,TX,417,Scurry,56,8,4,southwest,4402,"pre-pennsylvanian, central basin platform",1366.47,1079.74,28.15,0.227857143,0,0,125.3571429,182234.5422,county,1454,0,0,0,old_continuous_county_min,137.388367,0.459704655,0.300915091,0.093656317,0.057023304,0.088700632,186.5110555,158.5343972,134.7542376,128.0165257,121.6156995,115.5349145,109.7581688,104.2702603,99.05674731,94.10390994,89.39871445,84.92877872,80.68233979,76.6482228,72.81581166,69.17502108,65.71627002,62.43045652,59.3089337,56.34348701,53.52631266,50.84999703,48.30749718,45.89212232,43.5975162,41.41764039,39.34675837,37.37942045,35.51044943,33.73492696,32.04818061,30.44577158,28.923483,27.47730885,26.10344341,24.79827124,23.55835768,22.38043979,21.2614178,20.19834691,285.75,102.18,266.4,96.05,134.31,160.96,102.39,70.62,99.27,114.47,44.46,19.21,19.39,19.71,18.88,18.37,16.89,15.39,14.12,15.59,15.44,15.04,14.18,12.71,11.41,10.88,10.2,9.42,9.17,9.11,9.24,9.17,8.37,8.6,9.22,9.52,9.86,9.78,9.04,8.07,1865.110555,1585.343972,1347.542376,1280.165257,1216.156995,1155.349145,1097.581688,1042.702603,990.5674731,941.0390994,893.9871445,849.2877872,806.8233979,766.482228,728.1581166,691.7502108,657.1627002,624.3045652,593.089337,563.4348701,535.2631266,508.4999703,483.0749718,458.9212232,435.975162,414.1764039,393.4675837,373.7942045,355.1044943,337.3492696,320.4818061,304.4577158,289.23483,274.7730885,261.0344341,247.9827124,235.5835768,223.8043979,212.614178,201.9834691,1306,1110,943,896,851,809,768,730,693,659,626,595,565,537,510,484,460,437,415,394,375,356,338,321,305,290,275,262,249,236,224,213,202,192,183,174,165,157,149,141,300,299,291,286,276,268,258,226,161,138,112,100,82,73,70,70,70,70,69,60,60,60,50,40,30,30,30,30,30,24,20,20,14,10,10,10,10,10,10,10
DOTX440548110,10,TX,481,Ward,57,81,4,southwest,4405,"horseshoe atoll, upper pennsylvanian - wolfcampian",6734.36,1155,39.4,0.185,0,0,93.33333333,20354.54899,county,219,0,0,10,old_continuous_county_min,102.2538139,0.444592593,0.301975309,0.067802469,0.090345679,0.095283951,57.12813117,48.55891149,41.27507477,39.21132103,37.25075498,35.38821723,33.61880637,31.93786605,30.34097275,28.82392411,27.38272791,26.01359151,24.71291193,23.47726634,22.30340302,21.18823287,20.12882123,19.12238017,18.16626116,17.2579481,16.39505069,15.57529816,14.79653325,14.05670659,13.35387126,12.6861777,12.05186881,11.44927537,10.8768116,10.33297102,9.816322471,9.325506348,8.85923103,8.416269479,7.995456005,7.595683205,7.215899044,6.855104092,6.512348888,6.186731443,78.53,23.66,57.46,34.59,27.39,38.35,26.39,18.06,22.84,25.79,18.26,0.41,0.14,0.03,0,0,0.02,0.18,0.33,0.46,0.53,0.49,0.5,0.49,0.42,0.36,0.29,0.21,0.19,0.21,0.24,0.29,0.32,0.35,0.34,0.34,0.37,0.33,0.31,0.3,571.2813117,485.5891149,412.7507477,392.1132103,372.5075498,353.8821723,336.1880637,319.3786605,303.4097275,288.2392411,273.8272791,260.1359151,247.1291193,234.7726634,223.0340302,211.8823287,201.2882123,191.2238017,181.6626116,172.579481,163.9505069,155.7529816,147.9653325,140.5670659,133.5387126,126.861777,120.5186881,114.4927537,108.768116,103.3297102,98.16322471,93.25506348,88.5923103,84.16269479,79.95456005,75.95683205,72.15899044,68.55104092,65.12348888,61.86731443,400,340,289,274,261,248,235,224,212,202,192,182,173,164,156,148,141,134,127,121,115,109,104,98,93,89,84,80,76,72,69,65,62,59,56,53,51,48,46,43,80,80,80,78,73,70,65,65,58,39,25,20,20,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
DOTX440613510,10,TX,135,Ector,56,8,4,southwest,4406,"upper pennsylvanian, northwestern and eastern shelves, northern delaware and midland basins and northern central basin platform",9278,5254.277021,40.62,0.2065,0,0,92.8,24029.37917,county,259,0,0,10,old_continuous_county_min,161.6562647,0.439805196,0.32031414,0.090408042,0.067928007,0.081544615,125.8246428,106.9509464,90.90830443,86.36288921,82.04474475,77.94250751,74.04538214,70.34311303,66.82595738,63.48465951,60.31042653,57.29490521,54.43015995,51.70865195,49.12321935,46.66705838,44.33370547,42.11702019,40.01116918,38.01061072,36.11008019,34.30457618,32.58934737,30.95988,29.411886,27.9412917,26.54422712,25.21701576,23.95616497,22.75835672,21.62043889,20.53941694,19.5124461,18.53682379,17.6099826,16.72948347,15.8930093,15.09835883,14.34344089,13.62626885,177.57,101.57,162.77,114.61,104.44,113.85,92.36,71.45,75.63,77.25,40.2,17.39,15.7,12.21,11.2,8.62,7.68,4.91,3.96,2.26,1.99,2.08,2.23,2.37,2.4,2.23,2.02,1.45,1.38,0.54,0.47,0.43,0,0,0,0,0,0,0,0,1258.246428,1069.509464,909.0830443,863.6288921,820.4474475,779.4250751,740.4538214,703.4311303,668.2595738,634.8465951,603.1042653,572.9490521,544.3015995,517.0865195,491.2321935,466.6705838,443.3370547,421.1702019,400.1116918,380.1061072,361.1008019,343.0457618,325.8934737,309.5988,294.11886,279.412917,265.4422712,252.1701576,239.5616497,227.5835672,216.2043889,205.3941694,195.124461,185.3682379,176.099826,167.2948347,158.930093,150.9835883,143.4344089,136.2626885,881,749,636,605,574,546,518,492,468,444,422,401,381,362,344,327,310,295,280,266,253,240,228,217,206,196,186,177,168,159,151,144,137,130,123,117,111,106,100,95,380,375,354,338,328,323,303,255,216,187,161,158,132,117,97,84,70,66,52,42,40,40,40,33,30,30,24,20,20,20,20,20,20,20,18,10,10,10,10,10
DOTX441049510,10,TX,495,Upton,56,8,4,southwest,4410,"san andres-clearfork, central basin platform and ozona arch",4608.44,5019.9,38.56,0.245384615,0,0,108,61088.94629,county,566,0,0,10,old_continuous_county_min,130.755838,0.485493219,0.288982049,0.077985578,0.062177508,0.085361646,160.7447968,136.6330773,116.1381157,110.3312099,104.8146494,99.57391693,94.59522108,89.86546003,85.37218703,81.10357767,77.04839879,73.19597885,69.53617991,66.05937091,62.75640237,59.61858225,56.63765314,53.80577048,51.11548196,48.55970786,46.13172247,43.82513634,41.63387953,39.55218555,37.57457627,35.69584746,33.91105508,32.21550233,30.60472721,29.07449085,27.62076631,26.239728,24.9277416,23.68135452,22.49728679,21.37242245,20.30380133,19.28861126,18.3241807,17.40797166,187.4,148.67,205.19,156.39,150.12,156.27,130.33,118.1,122.2,124.09,99.03,53.39,49.12,43.5,40.67,37.89,35.73,36.33,37.2,36.43,33.73,30.69,23.58,20.69,19.76,19.66,19.22,18.98,18.83,18.83,18.4,16.85,15.93,15.63,15.18,13.99,13,12.56,11.98,11.22,1607.447968,1366.330773,1161.381157,1103.312099,1048.146494,995.7391693,945.9522108,898.6546003,853.7218703,811.0357767,770.4839879,731.9597885,695.3617991,660.5937091,627.5640237,596.1858225,566.3765314,538.0577048,511.1548196,485.5970786,461.3172247,438.2513634,416.3387953,395.5218555,375.7457627,356.9584746,339.1105508,322.1550233,306.0472721,290.7449085,276.2076631,262.39728,249.277416,236.8135452,224.9728679,213.7242245,203.0380133,192.8861126,183.241807,174.0797166,1125,956,813,772,734,697,662,629,598,568,539,512,487,462,439,417,396,377,358,340,323,307,291,277,263,250,237,226,214,204,193,184,174,166,157,150,142,135,128,122,915,914,906,903,889,866,847,782,718,647,573,521,474,438,403,392,384,358,342,330,323,317,310,299,281,259,250,244,230,226,220,220,210,210,210,210,210,210,210,206
DOTX441132910,10,TX,329,Midland,56,8,4,southwest,4411,"san andres-clearfork, northwestern and eastern shelves",5270.89,9869.53,36.1,0.212222222,0,0,95.33333333,170997.3547,county,1794,0,0,10,old_continuous_county_min,145.7483511,0.434032336,0.319232886,0.093743378,0.068239766,0.084751634,113.7398797,96.67889777,82.1770631,78.06820995,74.16479945,70.45655948,66.9337315,63.58704493,60.40769268,57.38730805,54.51794265,51.79204551,49.20244324,46.74232108,44.40520502,42.18494477,40.07569753,38.07191266,36.16831702,34.35990117,32.64190611,31.00981081,29.45932027,27.98635425,26.58703654,25.25768471,23.99480048,22.79506045,21.65530743,20.57254206,19.54391496,18.56671921,17.63838325,16.75646409,15.91864088,15.12270884,14.3665734,13.64824473,12.96583249,12.31754087,130.01,80.07,149.48,92.91,82.7,99.65,84.17,61.43,60.17,65.32,58.37,26.08,23.41,20.22,15.02,13.04,11.59,10.06,9.25,8.08,8.4,9.56,10.49,10.99,11,10.89,10.14,9.37,7.09,5.92,5.18,3.08,2.72,2.43,2.42,2.47,2.63,2.93,3.24,3.53,1137.398797,966.7889777,821.770631,780.6820995,741.6479945,704.5655948,669.337315,635.8704493,604.0769268,573.8730805,545.1794265,517.9204551,492.0244324,467.4232108,444.0520502,421.8494477,400.7569753,380.7191266,361.6831702,343.5990117,326.4190611,310.0981081,294.5932027,279.8635425,265.8703654,252.5768471,239.9480048,227.9506045,216.5530743,205.7254206,195.4391496,185.6671921,176.3838325,167.5646409,159.1864088,151.2270884,143.665734,136.4824473,129.6583249,123.1754087,796,677,575,546,519,493,469,445,423,402,382,363,344,327,311,295,281,267,253,241,228,217,206,196,186,177,168,160,152,144,137,130,123,117,111,106,101,96,91,86,615,601,575,556,534,519,497,458,424,400,364,340,309,286,280,257,240,231,211,210,208,198,189,163,150,140,140,140,131,130,130,130,130,123,120,120,110,110,110,108
