notes:,for now wleor.txt data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid,state,play,district_number,rrc_number,Reg,drill_depth_ft,API,Oilvisc,Gasgrav,GOR,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,HeatVal,CO2cont,H2Scont,N2cont,Sulfur,std_pattern_size_acres,Noilwell,Ngaswell,Ninjwell,lateral_count,lateral_length_ft,PHI,Pay,PERM,SOI,SOC,SOR,SWI,BOI,VDP,OOIP,process_code,total_pattern_size_acres,resacc,PROV,Totprod,Totinj,Totconv,Totps,past_wells,lyroil,lyrgas,numacc,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30,CO31,CO32,CO33,CO34,CO35,CO36,CO37,CO38,CO39,CO40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9,WI10,WI11,WI12,WI13,WI14,WI15,WI16,WI17,WI18,WI19,WI20,WI21,WI22,WI23,WI24,WI25,WI26,WI27,WI28,WI29,WI30,WI31,WI32,WI33,WI34,WI35,WI36,WI37,WI38,WI39,WI40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,WL1,WL2,WL3,WL4,WL5,WL6,WL7,WL8,WL9,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,WL25,WL26,WL27,WL28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,WL36,WL37,WL38,WL39,WL40
DOTX440500410,TX,4405,57,81,4,6793,44.5,0.257,0.945,3216.239,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.2,40,23,0,0,4,466.69,10.23,78.05,200,86.9,44.546,30.5,13.1,1.564,0.816,2215.211,10,5240,9,44,1,0.824,0.176,1,0,267.709,1015.027,1,40.58,17.79,24.16,26.11,15.4,17.3,15.88,10.56,14.37,13.31,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.92,6.54,8.88,9.61,5.66,6.36,5.84,3.88,5.28,4.9,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.04,243.99,276.91,258.84,285.85,283.24,281.78,288.14,247.25,149.76,109.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.36,234.95,213.99,220.28,220.27,221.06,221.83,225.99,249.14,303.77,328.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.42,93.29,132.96,132.96,132.97,162.98,136.18,149.05,282.01,323.17,339.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.38,585.13,507.25,507.25,507.25,448.31,500.94,475.68,214.68,142.68,108.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440500510,TX,4405,57,81,4,6793.6,42.1,0.266,0.96,1116.794,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.2,40,15,0,0,4,466.69,12.819,43.437,39,78.398,39.272,30.5,21.602,1.548,0.788,933.452,10,1800,9,44,1,0.667,0.333,1,0,39.714,41.258,1,28.29,13.79,18.2,20.29,12.44,14.64,10.57,10.28,10.59,9.13,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59,4.68,6.17,6.88,4.22,4.97,3.58,3.49,3.59,3.1,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.96,153.21,169.49,161.03,178.49,177.99,179.53,181.4,161.19,100.78,71.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.63,150.31,138.85,140.43,141.39,140.21,143.26,143.2,157.78,192.72,208.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.73,60,85.53,85.52,85.53,104.83,87.6,95.87,181.39,205.78,217.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.62,376.37,326.28,326.28,326.28,288.37,322.22,305.97,138.09,96.16,70.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440500610,TX,4405,57,81,4,8431,43,0.32,0.945,136.735,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.24,40,5,0,0,4,466.69,12.2,90,52.419,68.622,51.986,30.5,31.378,1.35,0.932,2078.359,10,920,9,44,1,0.783,0.217,1,0,32.518,2.469,1,61.73,4.95,52.78,4.22,17.88,29.47,12.18,3.73,12.48,19.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44,0.68,7.21,0.58,2.45,4.03,1.66,0.51,1.71,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.48,326.45,292.14,356.08,321.09,312.37,335.72,345.39,241.35,115.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.09,257.97,224.27,247.16,248.73,241.75,249.62,253,301.23,357.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.93,97.31,147.15,147.15,147.15,180.37,180.38,153.08,332.02,379.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683.46,678.67,577.95,577.95,577.94,510.8,510.8,565.96,204.98,114.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440500710,TX,4405,57,81,4,6928,39.6,0.443,0.945,682.361,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.4,40,3,0,0,4,660,10,15,30,63,37.251,30.5,37,1.835,0.937,213.115,10,720,9,44,1,0.833,0.167,1,0,13.063,12.781,1,7.91,0.93,6.61,0.5,2.79,3.59,1.24,0.66,1.91,2.57,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0.28,1.99,0.15,0.84,1.08,0.37,0.2,0.57,0.78,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.36,41.19,37.55,44.96,40.22,40.14,43.33,43.63,31.99,15.75,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.13,32.88,28.32,31.94,31.51,30.88,31.87,32.52,37.77,45.68,49.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55,13.4,19.1,19.09,19.1,23.41,19.56,21.41,40.5,49.05,50.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.92,84.28,73.06,73.07,73.06,64.57,72.16,68.51,30.93,15.02,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440500810,TX,4405,56,8,4,8154,39,0.378,0.82,1322.543,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.1,40,12,0,0,4,571.577,12.4,90,83.8,82,60.757,30.5,18,1.52,0.948,2802.435,10,2200,9,44,1,0.782,0.218,1,0,49.332,54.912,1,59.5,2.2,52.37,5.01,12.92,29.21,14.5,2.65,9.15,17.99,14.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.68,0.55,12.92,1.24,3.19,7.21,3.58,0.65,2.26,4.44,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.9,400.04,360.87,435.48,394.2,381.77,408.9,421.46,299.91,150.72,111.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.89,314.85,278.52,297.86,308.24,297.33,301.46,307.55,368.3,434.56,457.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.4,118.28,178.86,178.87,178.87,219.25,219.25,186.08,399.15,455.95,474.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.27,821.46,699.55,699.55,699.55,618.27,618.28,685.04,256.92,149.33,109.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440500910,TX,4405,57,81,4,6036.6,38.1,0.361,0.945,0,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.6,40,8,0,0,4,466.69,19,27.667,117,65,54.197,25,35,1.22,0.966,1086.385,10,3520,9,44,1,0.909,0.091,1,0,17.423,0,1,27.89,0.1,23.27,4.67,3.65,13.58,8.96,1.65,3.1,7.7,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09,0.03,6.74,1.36,1.06,3.93,2.6,0.48,0.9,2.23,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.09,158.4,119.3,159.24,143.68,132.08,144.98,152.23,114.73,54.12,35.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.72,110.19,103.59,105.9,114.57,109.73,107.91,113.35,134.47,162.25,172.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.54,47.02,67.02,67.02,67.02,82.15,68.64,75.13,142.15,172.43,180.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.12,289.62,251.08,251.07,251.07,221.91,247.94,235.45,106.26,51.53,35.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440501010,TX,4405,57,81,4,6705.6,38.2,0.359,0.945,218.042,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.2,40,28,0,0,4,660,14.2,26,1.1,55,50.269,25,45,1.37,0.72,788.491,10,3760,9,44,1,0.702,0.298,1,0,40.314,0.983,1,0,0,0,0,0,0.36,2.84,4.01,3.79,3.63,2.95,1.86,0.63,0.13,0.03,0,0.07,0.83,1.55,2.11,2.4,2.25,2.32,2.21,1.94,1.66,1.31,0.97,0.9,0.95,1.11,1.29,1.47,1.6,1.56,1.59,1.67,1.54,1.42,1.35,0,0,0,0,0,0.08,0.62,0.87,0.83,0.79,0.64,0.41,0.14,0.03,0,0,0.02,0.18,0.33,0.46,0.53,0.49,0.5,0.49,0.42,0.36,0.29,0.21,0.19,0.21,0.24,0.29,0.32,0.35,0.34,0.34,0.37,0.33,0.31,0.3,0,0,0,0,0,0,0,0.75,3.43,5.6,7.02,8.91,10.6,10.69,9.96,9.03,8.13,7.08,6.19,5.59,5.48,6.1,6.77,7.18,7.48,7.74,8.02,8.39,8.63,8.6,8.34,8.03,7.71,7.6,7.76,7.95,8.11,8.21,8.29,8.41,12.94,12.94,12.98,12.94,12.94,12.59,9.74,8.07,7.08,6.17,6.28,6.62,7.16,7.69,8.17,8.62,9,8.64,8.24,7.97,7.73,7.6,7.16,7.1,7.28,7.48,7.74,7.91,7.88,7.86,7.82,7.75,7.67,7.58,7.59,7.45,7.31,7.35,7.44,7.51,2.98,2.98,3.73,2.98,2.98,3.73,2.98,2.98,3.73,2.98,3.1,3.61,2.98,3.21,3.5,2.98,3.32,3.39,2.99,4.32,4.77,4.77,4.14,4.21,4.77,4.77,4.77,4.18,4.17,4.77,4.77,4.77,4.21,4.14,4.77,4.77,4.77,4.25,4.1,4.77,20.81,20.81,19.35,20.81,20.81,19.36,20.81,20.81,19.35,20.81,20.59,19.57,20.81,20.37,19.79,20.81,20.16,20.01,20.81,18.18,17.3,17.31,18.55,18.4,17.3,17.31,17.31,18.47,18.48,17.3,17.31,17.3,18.4,18.55,17.31,17.3,17.31,18.33,18.62,17.3,10,10,10,10,10,10,10,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440501110,TX,4405,57,81,4,6871,42,0.186,0.945,889.566,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.24,40,18,0,0,4,466.69,7.7,27.719,52.419,77,43.74,30.5,23,1.236,0.784,343.75,10,1600,9,44,1,0.55,0.45,1,0,113.147,75.686,1,10.83,5.4,7.08,7.81,4.97,5.61,4.17,4.11,4.02,3.57,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,1.79,2.35,2.59,1.65,1.87,1.38,1.36,1.34,1.18,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,57.5,63.34,60.41,66.88,66.96,67.54,68.2,60.87,38.02,26.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.16,56.51,52.31,52.84,53.12,52.76,53.8,53.76,59.3,72.38,78.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47,22.59,32.19,32.2,32.19,39.46,32.97,36.09,68.28,77.46,82.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.03,141.91,123.02,123.02,123.02,108.73,121.49,115.36,52.07,36.23,26.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DONM440600110,NM,4406,35,0,4,10417,39.9,0.295,0.861,1130.009,0,0.454,0.285,0.095,0.051,0.115,0,0,0,0,0.178,40,1,0,0,4,466.69,10.477,40,38.716,68.628,41.81,30.5,31.372,2.056,0.957,434.188,10,320,9,44,1,0.875,0.125,1,0,7.587,9.676,1,22.07,1.88,18.59,1.72,6.19,10.28,4.58,1.51,4.21,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0.48,4.71,0.44,1.57,2.6,1.16,0.39,1.07,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.12,125.58,112.9,137.09,125.15,121.49,128.63,132.32,89.88,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.93,99.63,86.85,95.17,95.54,92.56,96.14,97.98,116.83,137.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.35,37,58.2,58.2,58.2,59.55,68.58,68.58,127.81,145.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.85,264.66,220.71,220.7,220.71,217.9,199.19,199.2,76.79,42.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DONM440600210,NM,4406,35,0,4,9601.1,43.5,0.289,0.75,2468.628,0,0.454,0.285,0.095,0.051,0.115,0,0,0,0,0.1,40,18,0,0,4,737.902,11,18.5,1,70,49.948,30.5,30,1.893,0.72,680.918,10,16000,9,44,1,0.955,0.045,1,0,19.634,40.94,1,0,0,0.37,4.03,4.26,1.75,0.2,0.59,1.88,2.76,2.49,1.79,1.46,1.37,1.63,1.97,1.76,1.68,1.6,1.47,1.35,1.44,1.45,1.4,1.37,1.34,1.31,1.24,1.17,1.21,1.17,1.13,1.09,1.05,1.01,0.99,0.95,0.93,0.9,0.91,0,0,0.09,1.05,1.1,0.45,0.06,0.15,0.49,0.71,0.64,0.47,0.38,0.35,0.42,0.51,0.46,0.43,0.42,0.38,0.35,0.37,0.38,0.36,0.35,0.35,0.34,0.32,0.3,0.32,0.3,0.29,0.28,0.27,0.27,0.25,0.25,0.24,0.23,0.24,0,0,0,0.45,5.06,9.74,11.04,9.14,7.37,6.97,8.1,9.29,10.11,10.1,9.73,9.62,9.84,10.18,10.44,10.63,10.86,11.03,11.22,11.38,11.58,11.61,11.54,11.44,11.53,11.52,11.57,11.72,11.72,11.81,11.83,11.88,11.95,11.97,12.09,12.15,15.84,15.87,15.43,10.9,8.5,9.23,10.47,10.89,10.21,9.4,9.21,9.46,9.46,9.58,9.46,9.11,9.25,9.2,9.16,9.21,9.24,9.06,8.97,8.95,8.95,8.91,9.05,9.12,9.19,9.15,9.15,9.17,9.15,9.22,9.22,9.23,9.26,9.24,9.27,9.23,3.58,4.12,3.94,3.76,4.3,3.58,4.48,3.58,4.48,5.19,5.51,5.24,5.24,5.5,5.73,5.74,5.73,5.73,5.73,5.28,5.24,5.24,5.73,5.73,7.03,5.51,7.16,5.82,6.72,6.53,6,7.17,5.37,7.16,6.05,6.49,6.76,5.78,7.16,7.43,26.2,25.09,25.47,25.83,24.73,26.19,24.36,26.2,24.36,22.89,22.25,22.8,22.79,22.25,21.79,21.78,21.79,21.78,21.79,22.71,22.79,22.8,21.79,21.78,19.12,22.25,18.84,21.61,19.76,20.13,21.24,18.84,22.52,18.85,21.14,20.22,19.68,21.69,18.84,18.3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
DOTX440600310,TX,4406,54,72,4,4525.4,40,0.621,0.861,5639.735,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.2,20,15,0,0,4,330,14,4,7,68.628,32.188,25,31.372,1.353,0.827,20.562,10,1261.884,9,44,1,0.762,0.238,1,0,13.875,138.059,1,0.73,0.76,0.19,1.04,0.26,0.42,0.65,0.37,0.22,0.41,0.43,0.31,0.19,0.28,0.33,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.06,0.31,0.08,0.12,0.2,0.11,0.06,0.13,0.12,0.1,0.05,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,5.63,4.18,3.96,5.12,4.47,4.5,5.06,5.06,4.72,4.75,4.94,5.1,4.04,2.79,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,3,4.41,3.58,3.89,4.04,3.76,3.85,3.98,4.01,3.88,4.01,4.09,4.69,5.44,5.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.55,1.84,2.39,2.08,2.28,2.45,2.61,2.32,3.08,2.32,3.09,3.24,5.13,5.94,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.41,10.34,9.8,8.79,9.37,9.01,8.68,8.4,8.93,7.53,8.94,7.53,7.24,3.82,2.54,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440600410,TX,4406,56,8,4,8248,41,0.327,0.861,5863.073,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.178,30,15,0,0,4,404.166,8,20,65,75,38.075,30.5,25,1.47,0.757,253.322,10,3723.318,9,44,1,0.879,0.121,1,0,17.612,95.092,1,5.9,3.25,4.49,4.51,3.42,3.31,2.72,2.46,2.47,2.28,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0.91,1.25,1.27,0.95,0.93,0.76,0.69,0.69,0.63,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,31.12,33.06,32.88,36.08,36.79,37.22,37.68,33.06,21.06,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.95,31.33,29.26,29.32,29.08,29.08,29.56,29.47,32.71,39.16,42.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.35,11.63,17.59,17.58,17.59,21.56,21.56,18.3,39.12,41.9,44.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.47,80.89,68.89,68.89,68.88,60.89,60.88,67.46,25.56,20.92,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX440600510,TX,4406,56,8,4,8652,39,0.146,0.82,2919.803,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.178,40,81,0,0,4,571.577,11,20,400,71,48.834,30.5,29,1.45,0.905,1040.012,10,21300,9,44,1,0.848,0.152,1,0,129.722,348.857,1,11.72,0.82,10.08,0.84,3.2,5.65,2.42,0.64,2.27,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0.2,2.45,0.21,0.78,1.37,0.6,0.15,0.55,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.99,68.04,60.95,74.18,67.01,65.07,69.8,72.02,50.37,24.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.68,53.64,46.77,51.2,51.84,50.27,51.74,52.5,62.56,74.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.68,20.17,30.5,30.5,30.51,37.39,37.39,31.73,68.82,78.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.13,141.14,120.19,120.19,120.19,106.22,106.23,117.7,42.63,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
