notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid,state,play,district_number,rrc_number,Reg,drill_depth_ft,API,Oilvisc,Gasgrav,GOR,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,HeatVal,CO2cont,H2Scont,N2cont,Sulfur,std_pattern_size_acres,Noilwell,Ngaswell,Ninjwell,lateral_count,lateral_length_ft,PHI,Pay,PERM,SOI,SOC,SOR,SWI,BOI,VDP,OOIP,process_code,total_pattern_size_acres,resacc,PROV,Totprod,Totinj,Totconv,Totps,past_wells,lyroil,lyrgas,numacc,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30,CO31,CO32,CO33,CO34,CO35,CO36,CO37,CO38,CO39,CO40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9,WI10,WI11,WI12,WI13,WI14,WI15,WI16,WI17,WI18,WI19,WI20,WI21,WI22,WI23,WI24,WI25,WI26,WI27,WI28,WI29,WI30,WI31,WI32,WI33,WI34,WI35,WI36,WI37,WI38,WI39,WI40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,WL1,WL2,WL3,WL4,WL5,WL6,WL7,WL8,WL9,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,WL25,WL26,WL27,WL28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,WL36,WL37,WL38,WL39,WL40
DOTX441102011,TX,4411,56,8,4,3094,30,1.602,0.868,5.679,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,2.3,20,294,0,0,4,330,18.5,40,0.2,70,64.433,30.5,30,1.2,0.72,888.476,11,7800,9,44,1,0.246,0.754,1,0,97.675,0.537,1,16.358,7.344,5.742,0.373,0.366,0.358,0.351,0.344,0.337,0.33,0.324,0.317,0.311,0.305,0.299,0.293,0.287,0.281,0.275,0.27,0.265,0.259,0.254,0.249,0.244,0.239,0.234,0.23,0.225,0.221,0.216,0.212,0.208,0.203,0.199,0.195,0.192,0.188,0.184,0.18,0.093,0.042,0.033,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.255,52.495,54.315,3.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
DOTX441102111,TX,4411,56,8,4,2679,30,4.576,0.868,0.716,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.794,20,43,0,0,4,233.345,8,75,21.779,70,54.816,30.5,30,1.2,0.965,391.508,11,620,9,44,1,0,1,1,0,13.787,0.012,1,16.231,7.287,5.697,4.861,4.321,2.998,2.938,2.879,2.822,2.765,2.71,2.656,2.603,2.551,2.5,2.45,2.401,2.353,2.306,2.259,2.214,2.17,2.127,2.084,2.042,2.001,1.961,1.922,1.884,1.846,1.809,1.773,1.738,1.703,1.669,1.635,1.603,1.571,1.539,1.508,0.012,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.858,28.742,30.498,31.422,32.019,24.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441102211,TX,4411,57,81,4,7437.1,34.6,0.429,0.868,392.961,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,1.2,20,152,0,0,4,466.69,5.3,258.5,1.5,76,68.341,30.5,24,1.28,0.979,1411.644,11,3400,9,44,1,0.106,0.894,1,0,598.916,243.281,1,15.686,7.042,5.506,4.698,4.176,3.802,3.517,3.29,3.103,2.947,2.813,2.696,2.593,2.502,2.42,2.346,2.279,2.218,2.161,2.109,2.06,2.015,1.973,1.933,1.708,1.674,1.64,1.608,1.575,1.544,1.513,1.483,1.453,1.424,1.396,1.368,1.34,1.313,1.287,1.261,6.164,2.767,2.164,1.846,1.641,1.494,1.382,1.293,1.22,1.158,1.105,1.059,1.019,0.983,0.951,0.922,0.896,0.871,0.849,0.829,0.81,0.792,0.775,0.76,0.671,0.658,0.644,0.632,0.619,0.607,0.594,0.583,0.571,0.559,0.548,0.537,0.527,0.516,0.506,0.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.012,6.441,8.476,9.547,10.239,10.734,11.112,11.412,11.659,11.867,12.045,12.199,12.335,12.456,12.565,12.662,12.752,12.833,12.908,12.977,13.042,13.101,13.157,13.21,11.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441102311,TX,4411,57,81,4,6405.657,28.1,0.721,0.868,267.978,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,2.2,20,441,0,0,4,466.69,12.4,129.429,15.2,61,56.041,30.5,39,1.15,0.978,2695.675,11,18000,9,44,1,0.51,0.49,1,0,1538.462,417.923,1,17.92,8.045,6.29,5.367,4.771,4.343,4.018,3.758,3.546,3.367,3.213,3.08,2.963,2.859,2.765,2.681,2.604,2.534,2.469,2.409,1.714,1.68,1.646,1.613,1.581,1.549,1.518,1.488,1.458,1.429,1.4,1.372,1.345,1.318,1.292,1.266,1.241,1.216,1.191,1.168,4.802,2.156,1.686,1.438,1.278,1.164,1.077,1.007,0.95,0.902,0.861,0.825,0.794,0.766,0.741,0.718,0.698,0.679,0.662,0.646,0.459,0.45,0.441,0.432,0.423,0.415,0.407,0.398,0.391,0.383,0.375,0.368,0.36,0.353,0.346,0.339,0.332,0.326,0.319,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.996,9.091,11.24,12.37,13.1,13.622,14.021,14.338,14.599,14.818,15.006,15.169,15.312,15.44,15.554,15.658,15.752,15.838,15.917,15.99,16.841,5.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
DOTX441102411,TX,4411,57,81,4,4797.4,33,0.968,0.868,140.271,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,2,20,142,0,0,4,466.69,14.1,89,3.7,65,55.851,30.5,35,1.12,0.955,2069.042,11,5200,9,44,1,0.454,0.546,1,0,1131.4351,202.271,1,13.452,6.039,4.722,4.029,3.581,3.26,3.016,2.821,2.661,2.527,2.412,2.312,2.224,2.146,2.076,2.012,1.955,1.902,1.853,0.353,0.346,0.339,0.332,0.326,0.319,0.313,0.306,0.3,0.294,0.288,0.283,0.277,0.271,0.266,0.261,0.256,0.25,0.245,0.24,0.236,1.887,0.847,0.662,0.565,0.502,0.457,0.423,0.396,0.373,0.354,0.338,0.324,0.312,0.301,0.291,0.282,0.274,0.267,0.26,0.049,0.048,0.047,0.046,0.045,0.044,0.043,0.043,0.042,0.041,0.04,0.039,0.038,0.038,0.037,0.036,0.035,0.035,0.034,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,9.392,10.979,11.815,12.354,12.74,13.035,13.269,13.462,13.624,13.762,13.883,13.989,14.083,14.168,14.244,14.314,14.377,14.436,2.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441102511,TX,4411,55,73,4,2301.6,31.8,5.038,0.868,1878.758,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.794,20,62,0,0,4,423.269,12,36,1,47,41.89,30.5,53,1.121,0.958,462.355,11,2040,9,44,1,0.392,0.608,1,0,31.123,63.627,1,8.366,3.756,2.936,2.505,2.227,2.028,1.05,1.029,1.008,0.988,0.968,0.949,0.93,0.912,0.893,0.875,0.858,0.841,0.824,0.807,0.791,0.775,0.76,0.745,0.73,0.715,0.701,0.687,0.673,0.66,0.647,0.634,0.621,0.609,0.596,0.584,0.573,0.561,0.55,0.539,15.717,7.056,5.517,4.707,4.184,3.809,1.973,1.934,1.895,1.857,1.82,1.783,1.748,1.713,1.679,1.645,1.612,1.58,1.548,1.517,1.487,1.457,1.428,1.399,1.372,1.344,1.317,1.291,1.265,1.24,1.215,1.191,1.167,1.143,1.121,1.098,1.076,1.055,1.034,1.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.564,19.565,20.454,20.922,21.224,21.44,11.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441102611,TX,4411,57,81,4,4959,26,2.073,0.868,3767.969,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,2.8,20,56,0,0,4,466.69,10,55,10,75,64.922,30.5,25,1.25,0.72,1115.49,11,2440,9,44,1,0.541,0.459,1,0,40.617,151.426,1,13.682,6.143,4.803,4.098,3.642,0.988,0.968,0.949,0.93,0.911,0.893,0.875,0.858,0.841,0.824,0.807,0.791,0.775,0.76,0.745,0.73,0.715,0.701,0.687,0.673,0.66,0.646,0.633,0.621,0.608,0.596,0.584,0.573,0.561,0.55,0.539,0.528,0.518,0.507,0.497,51.555,23.145,18.096,15.44,13.724,3.723,3.649,3.576,3.504,3.434,3.365,3.298,3.232,3.167,3.104,3.042,2.981,2.922,2.863,2.806,2.75,2.695,2.641,2.588,2.536,2.486,2.436,2.387,2.339,2.293,2.247,2.202,2.158,2.115,2.072,2.031,1.99,1.95,1.911,1.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.674,26.277,27.806,28.611,29.13,8.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441102711,TX,4411,55,73,4,5056.6,35,0.764,0.868,442.368,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.794,20,24,0,0,4,466.69,16.4,56,24.5,80,61.361,25,20,1.35,0.98,1618.506,11,920,9,44,1,0.478,0.522,1,0,68.412,27.954,1,15.245,6.844,5.351,4.566,4.058,3.695,3.418,3.197,3.016,2.864,2.734,2.014,1.974,1.934,1.896,1.858,1.82,1.784,1.748,1.713,1.679,1.646,1.613,1.58,1.549,1.518,1.487,1.458,1.429,1.4,1.372,1.345,1.318,1.291,1.265,1.24,1.215,1.191,1.167,1.144,6.744,3.028,2.367,2.02,1.795,1.635,1.512,1.414,1.334,1.267,1.209,0.891,0.873,0.856,0.839,0.822,0.805,0.789,0.773,0.758,0.743,0.728,0.713,0.699,0.685,0.671,0.658,0.645,0.632,0.619,0.607,0.595,0.583,0.571,0.56,0.549,0.538,0.527,0.516,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374,11.766,13.613,14.584,15.212,15.661,16.004,16.277,16.501,16.689,16.851,14.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441102811,TX,4411,57,81,4,2981.2,37,1.883,0.868,37.053,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.794,20,6,0,0,4,737.902,15.8,67,67,43,38.473,25,57,1.187,0.72,2974.864,11,600,9,44,1,0.8,0.2,1,0,6.673,0.223,1,15.676,7.038,5.503,4.695,4.173,3.8,3.515,3.288,2.867,2.81,2.753,2.698,2.644,2.592,2.54,2.489,2.439,2.39,2.343,2.296,2.25,2.205,2.161,2.117,2.075,2.034,1.993,1.953,1.914,1.876,1.838,1.801,1.765,1.73,1.696,1.662,1.628,1.596,1.564,1.533,0.581,0.261,0.204,0.174,0.155,0.141,0.13,0.122,0.106,0.104,0.102,0.1,0.098,0.096,0.094,0.092,0.09,0.088,0.087,0.085,0.083,0.082,0.08,0.078,0.077,0.075,0.074,0.072,0.071,0.069,0.068,0.067,0.065,0.064,0.063,0.061,0.06,0.059,0.058,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.169,22.948,24.686,25.6,26.191,26.614,26.936,27.193,25.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441102911,TX,4411,56,8,4,3050,22,15.245,0.868,0.259,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.794,20,66,0,0,4,330,10,40,3,62,49.598,30.5,38,1.18,0.95,345.863,11,1400,9,44,1,0.057,0.943,1,0,44.777,0.012,1,9.56,4.292,3.356,2.863,0.474,0.465,0.455,0.446,0.437,0.428,0.42,0.411,0.403,0.395,0.387,0.38,0.372,0.365,0.357,0.35,0.343,0.336,0.329,0.323,0.316,0.31,0.304,0.298,0.292,0.286,0.28,0.275,0.269,0.264,0.259,0.253,0.248,0.243,0.238,0.234,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.602,25.287,26.297,26.828,4.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441103011,TX,4411,57,81,4,2120.6,35.2,2.522,0.868,41.886,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.4,20,106,0,0,4,330,15,51,1.1,55,46.491,30.5,45,1.2,0.72,492.706,11,1920,9,44,1,0,1,1,0,87.897,3.384,1,17.669,7.932,6.202,1.193,1.169,1.146,1.123,1.1,1.078,1.057,1.036,1.015,0.995,0.975,0.955,0.936,0.917,0.899,0.881,0.863,0.846,0.829,0.813,0.796,0.781,0.765,0.75,0.735,0.72,0.706,0.691,0.678,0.664,0.651,0.638,0.625,0.612,0.6,0.588,0.576,0.74,0.332,0.26,0.05,0.049,0.048,0.047,0.046,0.045,0.044,0.043,0.043,0.042,0.041,0.04,0.039,0.038,0.038,0.037,0.036,0.035,0.035,0.034,0.033,0.033,0.032,0.031,0.031,0.03,0.03,0.029,0.028,0.028,0.027,0.027,0.026,0.026,0.025,0.025,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.773,60.289,62.158,13.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441103111,TX,4411,56,8,4,1451.4,29.6,10.139,0.868,0,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.794,20,29,0,0,4,330,20,24,200,70,52.126,25,30,1.15,0.952,468.969,11,600,9,44,1,0.033,0.967,1,0,50.459,0,1,13.097,5.88,4.597,2.314,2.268,2.222,2.178,2.134,2.092,2.05,2.009,1.969,1.929,1.891,1.853,1.816,1.78,1.744,1.709,1.675,1.641,1.609,1.576,1.545,1.514,1.484,1.454,1.425,1.396,1.368,1.341,1.314,1.288,1.262,1.237,1.212,1.188,1.164,1.141,1.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.909,24.415,25.749,15.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOTX441103211,TX,4411,55,73,4,2529,34,0.742,0.75,633.015,0,0.428,0.29,0.048,0.117,0.117,0,0,0,0,0.794,20,123,0,0,4,466.69,15.4,65,8.5,47,38.618,30.5,53,1.28,0.72,1066.411,11,4600,9,44,1,0.465,0.535,1,0,53.728,36.859,1,20.088,9.018,7.051,6.016,4.506,4.416,4.328,4.241,4.156,4.073,3.992,3.912,3.834,3.757,3.682,3.608,3.536,3.465,3.396,3.328,3.261,3.196,3.132,3.07,3.008,2.948,2.889,2.831,2.775,2.719,2.665,2.612,2.559,2.508,2.458,2.409,2.361,2.313,2.267,2.222,12.716,5.709,4.463,3.808,2.852,2.795,2.739,2.684,2.631,2.578,2.526,2.476,2.426,2.378,2.33,2.284,2.238,2.193,2.149,2.106,2.064,2.023,1.983,1.943,1.904,1.866,1.829,1.792,1.756,1.721,1.687,1.653,1.62,1.587,1.556,1.525,1.494,1.464,1.435,1.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.858,43.846,45.977,47.098,39.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
